codigo_postal,municipio_id,nombre_entidad_singular
13779,13027,"CALZADA DE CALATRAVA"
13779,13075,"SAN LORENZO DE CALATRAVA"
14001,14021,CORDOBA
14002,14021,CORDOBA
14003,14021,CORDOBA
14004,14021,CORDOBA
14005,14021,MAJANEQUE
14006,14021,CORDOBA
14007,14021,CORDOBA
14008,14021,CORDOBA
14009,14021,CORDOBA
14010,14021,CORDOBA
14011,14021,CORDOBA
14012,14021,CORDOBA
14013,14021,CORDOBA
14014,14021,CORDOBA
14029,14021,"ERMITAS (LAS)"
14071,14067,"VILLAFRANCA DE CORDOBA"
14100,14017,"GARABATO (EL)"
14110,14030,SILILLOS
14110,14901,"ALDEA DE FUENTE CARRETERO"
14111,14017,"PINEDAS (LAS)"
14112,14030,"VENTILLA (LA)"
14113,14030,"CAÑADA DEL RABADAN"
14115,14018,MARUANAS
14115,14030,VILLAR
14120,14030,"FUENTE PALMERA"
14129,14030,"OCHAVILLO DEL RIO"
14129,14036,"PUEBLA DE LA PARRILLA"
14130,14033,GUADALCAZAR
14140,14065,"VICTORIA (LA)"
14145,15041,"LARACHA (A)"
14150,14059,"SAN SEBASTIAN DE LOS BALL"
14190,14010,BENAMEJI
14190,14021,"PUENTE VIEJO"
14191,14017,QUINTANA
14192,14021,"SANTA MARIA DE TRASSIERRA"
14193,14021,"HIGUERON (EL)"
14193,14024,"ENCINAS REALES"
14200,14052,PEÑARROYA-PUEBLONUEVO
14206,14064,VALSEQUILLO
14207,14032,"GRANJUELA (LA)"
14208,14011,"BLAZQUEZ (LOS)"
14209,14009,"HOYO (EL)"
14209,14029,"PORVENIR DE LA INDUSTRIA"
14209,14036,"PUEBLA DE LA PARRILLA"
14210,14026,"FUENTE AGRIA"
14210,14068,"SOLANA DEL PEÑON"
14220,14026,ESPIEL
14230,14071,"VILLANUEVA DEL REY"
14240,14009,BELMEZ
14248,14009,"DOÑA RAMA"
14249,14009,"ENTREDICHO (EL)"
14249,14029,POSADILLA
14250,14070,"VILLANUEVA DEL DUQUE"
14260,14028,"FUENTE LA LANCHA"
14270,14035,"HINOJOSA DEL DUQUE"
14280,14008,"SANTA CLARA"
14290,14029,"FUENTE OBEJUNA"
14297,14029,CUENCA
14298,14029,PICONCILLO
14299,14029,"OJUELOS BAJOS"
14300,14073,"VILLAVICIOSA DE CORDOBA"
14310,14047,OBEJO
14320,14026,"VACAR (EL)"
14320,14047,"ESTACION DE OBEJO"
14320,14073,"VACAR (EL)"
14330,14021,"CERRO MURIANO"
14350,14021,"CERRO MURIANO"
14350,14047,"CERRO MURIANO"
14400,14054,POZOBLANCO
14410,14062,TORRECAMPO
14412,14051,PEDROCHE
14413,14034,"GUIJO (EL)"
14420,14067,"VILLAFRANCA DE CORDOBA"
14430,14001,ADAMUZ
14439,14001,ALGALLARIN
14440,14069,"VILLANUEVA DE CORDOBA"
14445,14016,CARDEÑA
14446,14016,"VENTA DEL CHARCO"
14447,14016,AZUEL
14448,14020,CONQUISTA
14449,13015,"HORCAJO (MINAS DEL)"
14450,14006,AÑORA
14450,14042,MONTILLA
14460,14023,"DOS TORRES"
14470,14073,"VILLAVICIOSA DE CORDOBA"
14470,14074,"VISO (EL)"
14480,14003,ALCARACEJOS
14490,14072,VILLARALTO
14491,14061,"SANTA EUFEMIA"
14500,14056,"PUENTE GENIL"
14510,14045,MORILES
14511,14038,"PIEDROS (LOS)"
14512,14056,SOTOGORDO
14520,14027,"FERNAN NUÑEZ"
14530,14041,MONTEMAYOR
14540,14057,"RAMBLA (LA)"
14546,14060,SANTAELLA
14547,14060,"FONTANAR (EL)"
14547,14902,"GUIJARROSA (LA)"
14548,14040,"MONTALBAN DE CORDOBA"
14549,14060,"MONTIELA (LA)"
14550,14006,AÑORA
14550,14042,"SIERRA (LA) O BUENAVISTA"
14600,14043,MONTORO
14610,14001,ADAMUZ
14610,14021,CORDOBA
14620,14018,"SAN ANTONIO"
14630,14050,"PEDRO ABAD"
14640,14066,"VILLA DEL RIO"
14650,14012,"DEHESA DE POTROS"
14659,14012,MORENTE
14660,14014,"CAÑETE DE LAS TORRES"
14670,14063,VALENZUELA
14700,14049,"PALMA DEL RIO"
14709,14036,"MESAS DEL GUADALORA"
14710,14021,VILLARRUBIA
14711,14021,"ENCINAREJO DE CORDOBA"
14719,14021,VILLARRUBIA
14720,14005,"ALMODOVAR DEL RIO"
14729,14005,"MOCHOS (LOS)"
14730,14053,POSADAS
14739,14053,"RIVERO DE POSADAS"
14740,14036,"SAN CALIXTO"
14800,14038,LUCENA
14800,14055,"NAVAS (LAS)"
14810,14015,"FUENTE DURA"
14811,14013,"GAENA-CASAS GALLEGAS"
14811,14015,"LOPEZ (LOS)"
14811,14055,"VILLARES (LOS)"
14812,14004,ALMEDINILLA
14813,14004,"VENTA VALERO"
14814,14055,ZAMORANOS
14815,14031,TODOSAIRES
14815,14055,"CAÑUELO (EL)"
14816,14055,ZAGRILLA
14817,14055,"POYATA (LA)"
14820,14021,"SANTA CRUZ"
14830,14025,ESPEJO
14840,14019,"CASTRO DEL RIO"
14850,14007,BAENA
14857,14019,"TORRE DEL PUERTO"
14857,14046,"NUEVA CARTEYA"
14858,14019,"LLANO DEL ESPINAR"
14859,14007,ALBENDIN
14860,14022,"DOÑA MENCIA"
14870,14075,ZUHEROS
14880,14039,LUQUE
14889,14039,"MONTES (LOS)"
14900,14038,"SANTOS (LOS)"
14910,14010,"TEJAR (EL)"
14911,14038,JAUJA
14913,14024,ZURREON
14914,14048,PALENCIANA
14915,14010,"TEJAR (EL)"
14920,14002,"AGUILAR DE LA FRONTERA"
14930,14044,"PIEDRAS DE VARO"
14940,14013,"MARTINETE (EL)"
14940,14066,"VILLA DEL RIO"
14941,14061,"SANTA EUFEMIA"
14949,14013,"ALCAIDIA (LA)"
14950,14007,BAENA
14950,14036,"BEMBEZAR DEL CAUDILLO"
14950,14058,ZAMBRA
14960,14058,ZAMBRA
14970,14037,"JARAMILLO (EL)"
14978,14037,"VALENZUELA Y LLANADAS"
14979,14037,VALDEARENAS
15001,15030,"CORUÑA (A)"
15002,15030,"CORUÑA (A)"
15003,15030,"CORUÑA (A)"
15004,15030,"CORUÑA (A)"
15005,15030,"CORUÑA (A)"
15006,15030,"JUBIAS (LAS)"
15007,15030,"GRELA (LA)"
15008,15005,NOSTIAN
15008,15030,"GRELA (LA)"
15009,15030,FEANS
15010,15030,"CORUÑA (A)"
15011,15030,"PENA MOA"
15100,15019,CARBALLO
15102,15019,"REVOLTA (A)"
15105,15019,"PEDRA DO SAL (A)"
15106,15019,"PEDRA FURADA (A)"
15107,15019,"VILAR DE CIDRE"
15108,15019,"FONDAL (O)"
15109,15019,CESTRO
15110,15014,XABARIDO
15110,15068,NIÑONS
15111,15043,PEDROSA-TREMOA
15112,15043,POZACAS-LEDUZO
15113,15043,"TORRES (AS)"
15114,15068,CORME-PORTO
15115,15014,"SALGUEIRAS (AS)"
15116,15014,REBORDELO
15117,15040,"PEÑASCALES (OS)"
15118,15040,"CARBALLAL-CAMPODORREIRO ("
15119,15014,VISTALEGRE
15121,15016,LAZO
15121,15092,RECESINDES
15122,15016,CRUCEIRO
15123,15016,PORTOCELO
15124,15052,TOURIÑAN
15125,15052,SINAGOGA
15126,15052,VILELA
15126,15092,"PEDRA CUBERTA"
15127,15092,SUBEIRO
15128,15092,VILASECO
15129,15092,CALABANDA
15130,15028,CORCUBION
15137,15028,VILAR
15138,15023,VILANOVA
15139,15031,XIAN
15140,15005,MEICENDE
15141,15005,OSEIRO
15142,15005,PORTIÑO
15144,15005,SORRIZO
15145,15041,"TORRES DE CILLOBRE (AS)"
15146,15041,TUIXE
15147,15029,XAVIÑA
15148,15029,"VIEITE DE ARRIBA"
15149,15014,"REPENIN (O)"
15150,15092,"CAMPO DA FEIRA (O)"
15150,15093,FORNELOS
15151,15034,"VILAR DE PARAISO"
15152,15034,SENRA
15153,15037,SUARRIBA
15154,15037,CASTROMIÑAN
15155,15037,FISTERRA
15160,15075,SADA
15165,15008,ROIS
15166,15008,"POLIGONO INDUSTRIAL"
15167,15008,TATIN
15168,15075,"VALIAS (AS)"
15169,15075,VALEXA
15170,15030,PEÑARREDONDA
15171,15058,"XESTA (A)"
15172,15058,"PAZO DO RIO"
15173,15058,XUBIN
15174,15031,"PORTADEGO (O)"
15175,15021,VALIÑOS
15176,15058,VILAR
15177,15058,CANABAL
15178,15058,SISALDO
15179,15058,"FERRALA (A)"
15180,15031,"CHOEIRA (A)"
15181,15017,VILAR
15182,15021,"VISTARREAL DE TABEAIO"
15183,15021,"RUA DA ESCOLA"
15184,15021,"TARROEIRA DE SUMIO"
15185,15024,QUEIXAS
15186,15024,VILAMARTA
15187,15024,XALO
15188,15024,MEIRAMA
15189,15031,TOROÑO
15190,15030,MESOIRO
15191,15030,MAZAIDO
15192,15030,FEANS
15198,15031,"VINXEIRA PEQUENA"
15199,15031,"SOUTO (O)"
15200,15057,NOIA
15210,15057,"PRAGA (A)"
15211,15057,VILAVERDE
15212,15042,XESTOSO
15213,15057,"OBRE DE ABAIXO"
15214,15042,SEDOFEITO
15215,15042,ZARAMAGOSO
15216,15042,VILAR
15218,15042,CAMBOÑO
15218,15057,"CABALO (O)"
15218,15071,"SOUTO (O)"
15220,15002,BERTAMIRANS
15228,15002,"CONDOMIÑA (A)"
15229,15002,VILAR
15230,15062,"RIO DE OUTES"
15236,15062,ESPIÑEIRO
15237,15062,"VOUSACOVA (A)"
15239,15062,XENDIL
15240,15053,UIA
15250,15053,"VIRXE DO CAMIÑO (A)"
15256,15045,VIOXO
15258,15045,CIVES
15259,15053,"ROCHA (A)"
15270,15023,"SON (O)"
15280,15013,SOUTULLOS
15281,15074,XALLAS
15282,15074,NIÑARELLE
15284,15053,REBORDELO
15286,15062,CANCELO
15287,15062,"CENTRAL (A)"
15288,15062,"COVIÑA (A)"
15290,15053,"TAL DE ARRIBA"
15291,15053,VENTIN
15292,15020,TEIXUEIRA
15293,15020,PEDRAMARRADA
15295,15020,QUILMAS
15296,15020,"PINDO (O)"
15297,15034,"SANTA UXIA"
15298,15023,"LAMAS (AS)"
15299,15023,RASO
15300,15009,BETANZOS
15310,15032,"SEIXO DE ARRIBA"
15313,15039,"FORNOS (OS)"
15314,15064,CHELO
15315,15050,VILAR
15316,15027,"COMBARRO (O)"
15317,15003,VILOURIS
15318,15001,SEIXURRA
15319,15008,VIXOI
15319,15009,"VISTA ALEGRE"
15319,15064,TRASMIL
15320,15070,"CASILLA DO BAÑAL"
15324,15070,PENADEIRIZ
15325,15070,LAURENTIN
15326,15070,VIDUEIRAL
15327,15070,SEXE
15328,15070,SAA
15329,15070,VILLERMA
15330,15061,ORTIGUEIRA
15332,15061,NICOLAO
15337,15044,SION
15338,15061,"MUIÑO DA PONTE"
15339,15044,"FREITIDO DE ARRIBA"
15339,15061,"SANTA EULALIA"
15340,15061,"TORRENTE DE RIBA"
15347,15022,LEIRAS
15349,15061,"POUSADOIRO DE RIBA"
15350,15022,CEDEIRA
15357,15022,"REGUEIRO DO COUTO"
15358,15022,VIDUIDO
15359,15022,VILLARNOVO
15360,15901,CARIÑO
15365,15901,VILANOVA
15366,15901,"SEIXO (O)"
15367,15061,SOÑIN
15368,15061,"SANTA MARIA"
15369,15901,OURAL
15379,15032,VILARES
15380,15902,PAIO
15386,15902,VILARIÑO
15387,15902,SESELLE
15388,15902,PORTORRARO
15389,15902,VIVENTE
15390,15902,VILAVIDE
15391,15902,TORRE
15401,15036,FERROL
15402,15036,FERROL
15403,15036,FERROL
15404,15036,FERROL
15405,15036,VILADONIGA
15406,15036,FERROL
15407,15036,FERROL
15500,15035,PERLIO
15509,15035,"CARBALLAL (O)"
15510,15055,"MOURELA DO MEDIO"
15520,15035,CORREDOIRA
15528,15035,XURREIRA
15530,15025,VILADONIGA
15540,15054,VIÑAS
15541,15054,VILARQUINTE
15542,15087,VILABOI
15543,15087,"VISPEIRA (A)"
15550,15087,"REGUEIRO (O)"
15551,15087,VIANSIL
15552,15087,LADEIRA
15553,15087,"RODO (O)"
15554,15087,IAÑEZ
15555,15022,VILELA
15560,15076,VILAFIÚNCE
15561,15076,"VELLA MORTA (A)"
15562,15076,"TORRE (A)"
15563,15049,VILARIÑO
15564,15049,EDRADOS
15565,15081,"TORRE (A)"
15566,15081,VILAR
15567,15081,"FRONZAL (O)"
15568,15081,"PUMAR DE ABAIXO (O)"
15569,15025,SEIXIDAL
15570,15054,NARON
15572,15054,NARON
15573,15054,"RIO DO POZO"
15576,15076,"PICO (O)"
15577,15054,POUSO
15577,15055,"COBOS (OS)"
15578,15054,SOBECOS
15579,15055,"PORTA DA PENA"
15580,15076,TIRAZ
15582,15012,"DEVESA (A)"
15582,15070,"ALTO DO PIO"
15587,15054,"TORRE (A)"
15590,15036,"GRAÑA (A)"
15591,15036,MONTECURUTO
15592,15036,"VILA DA EIREXA"
15593,15036,FONTA
15594,15036,RAGON
15595,15036,MARMANCON
15596,15054,VILLALLONTE
15598,15076,"PICO DE CAÍNCE (O)"
15600,15069,PONTEDEUME
15607,15069,CALDAGUEIRO
15608,15048,"COUTO (O)"
15608,15069,BOEBRE
15609,15050,PENEDOS
15609,15069,PORTELA
15611,15015,"FEAL (O)"
15612,15015,"LUGAR DE PAZ"
15613,15018,SUAPENA
15614,15069,VILAMOIRE
15615,15091,"VIAXE (A)"
15616,15091,VILAR
15617,15050,VILLAJUAN
15619,15050,"MASCOTO (O)"
15620,15051,ROIBEIRAS
15621,15015,"PENA DE CABANAS (A)"
15622,15015,"PORTO MAHON"
15623,15004,"SOLAINA (A)"
15624,15004,MACIÑEIRAS
15625,15004,PEDRACHA
15626,15051,"SEIXO (O)"
15627,15035,"SINO (O)"
15627,15051,"GALLADA DE PIÑEIRO"
15630,15048,MIÑO
15635,15048,VIGO
15637,15091,VILAMUNDE
15638,15091,"LUGAREXO (O)"
15639,15048,VISOUTEIRO
15640,15008,"VILAR (O)"
15650,15017,SOBREGUEXE
15656,15093,VILAESTEVEZ
15659,15017,"COSTA (A)"
15660,15017,CAMBRE
15668,15017,FONTENOVA
15669,15017,"PARDAS (AS)"
15670,15031,"BURGO (O)"
15679,15017,"TEMPLE (O)"
15680,15059,ORDES
15683,15084,FORMARIGO
15684,15059,VILLAGUDIN
15684,15060,"OROSO PEQUENO"
15684,15084,PONTRAGA
15685,15038,GANDARA
15685,15047,SOUTELO
15685,15059,VIEITES
15686,15038,PEDREIRA
15686,15047,"VILAR DE BAIXO"
15686,15086,VILACOVA
15687,15059,SENRA
15687,15086,VILOUCHADA
15688,15060,VIÑÁN
15688,15078,"TRAS VEA"
15689,15047,"VALGA (A)"
15689,15059,VALIÑO
15689,15084,PARADELA
15690,15005,VALLE
15701,15078,"SANTIAGO DE COMPOSTELA"
15702,15078,"OUTEIRO DO CASTIÑEIRIÑO"
15703,15078,"SANTIAGO DE COMPOSTELA"
15704,15078,"SANTIAGO DE COMPOSTELA"
15705,15078,"SANTIAGO DE COMPOSTELA"
15706,15078,"SANTIAGO DE COMPOSTELA"
15707,15078,FORMARIS
15800,15046,MELIDE
15805,15046,XANDRAGA
15806,15083,"VILLAMOR DE ARRIBA"
15807,15090,TORRE
15808,15079,VIMIANZO
15809,15046,"TORRE (A)"
15810,15006,ARZUA
15813,15080,VILARCHAO
15814,15080,VALLO
15815,15080,VILARIÑO
15816,15010,FURIÑO
15817,15010,ESPIÑEIRO
15818,15010,BOIMORTO
15819,15006,"SAN PEDRO"
15819,15046,FRAGA
15820,15078,"QUENLLAS (AS)"
15821,15066,VILARREL
15822,15085,VILAR
15823,15066,"TARROEIRA (A)"
15823,15085,XESTEIRA
15824,15066,SUSO
15824,15085,VALLADOLID
15825,15066,"PONTE CARREIRA (A)"
15826,15006,PEROXA
15828,15085,TURCES
15830,15056,NEGREIRA
15837,15077,"PEREIRA (A)"
15838,15056,"XALLAS DE ABAIXO"
15839,15007,VILELA
15839,15013,VILAR
15839,15056,LUEIRO
15840,15077,"SANTA COMBA"
15841,15077,TRUEBE
15845,15077,"VILAR DE CELTIGOS"
15846,15077,VILARNOVO
15847,15077,VILAMAIOR
15848,15077,TRABA
15850,15093,ZAS
15851,15093,"SAN CREMENZO DE PAZOS"
15855,15093,PEDRAMAIOR
15856,15093,"VICENTA (A)"
15857,15093,"VILAR DE LAMAS"
15858,15093,"VILAR (O)"
15859,15093,"XESTOSA (A)"
15860,15077,VILARQUEIMADO
15861,15077,SER
15862,15007,GOSENDE
15863,15007,VIGOBO
15863,15056,TRIANS
15864,15002,TRASMONTE
15865,15013,TRASOUTEIRO
15866,15082,"VILARES DE RUA DE FRANCOS"
15870,15002,VILOUTA
15871,15088,XERMAN
15872,15088,XERMIL
15873,15088,"PAZO (O)"
15874,15088,VISO
15880,15089,SOCASTRO
15881,15012,VILAR
15881,15089,"VISTA ALEGRE"
15882,15012,SUCIRA
15883,15082,"VERXELES (OS)"
15884,15060,SIGÜEIRO
15884,15078,"VILAR DE OUTEIRO"
15885,15089,"SILVA DE ARRIBA"
15886,15082,VILARIÑO
15887,15066,VIMIEIRO
15888,15060,SIGÜEIRO
15890,15078,"FORTE (O)"
15892,15078,"SANTIAGO DE COMPOSTELA"
15893,15078,"VEIGA (A)"
15894,15082,"PARQUE MONTOUTO"
15895,15002,"MILLADOIRO (O)"
15896,15078,VILASTREXE
15897,15078,"FOCA (A)"
15898,15078,"VILAR DE GRIXOA"
15899,15078,"SANTIAGO DE COMPOSTELA"
15900,15065,PADRON
15910,15065,VILAR
15911,15074,SEIRA
15912,15074,"VILAR DE CASTRO"
15913,15074,SOÑORA
15914,15065,SOBRERRIBAS
15915,15065,"SANTA CRUZ"
15916,15033,LESTROVE
15917,15065,"PONTE (A)"
15920,15072,TRONCO
15928,15072,"PEDREIRA (A)"
15930,15011,BOIRO
15937,15011,MOIMENTA
15938,15011,TEAÑO
15939,15011,ROMARIS
15940,15067,"POBRA DO CARAMIÑAL (A)"
15948,15067,SABORIDO
15949,15067,ROSENDE
15950,15073,PALMEIRA
15959,15073,VENTIN
15960,15073,"SANTA UXIA DE RIBEIRA"
15965,15073,COUSO
15966,15073,XEBRE
15967,15073,CARREIRA
15968,15073,XARAS
15969,15073,"CORGO (O)"
15970,15071,"PORTO DO SON"
15978,15071,"PERDIGUEIRA (A)"
15979,15071,VILAR
15980,15065,"VILAR (O)"
15980,15074,SEAXE
15981,15033,MURONOVO
15982,15033,TEAIO
15983,15072,"REGUEIRO (O)"
15984,15072,"SANTA LUCIA"
15985,15072,"PEDRIÑAS (AS)"
15990,15011,VALIÑO
15991,15011,VILARIÑO
15992,15011,SOBREIRAL
15993,15073,OLEIROS
15994,15071,SERANS
15995,15071,"MOUCHO (O)-ESCOLA"
15996,15071,"MADANELA (A)"
15998,15071,XESTAS
15999,15071,"SILVA (A)"
16001,16078,CUENCA
16002,16078,CUENCA
16003,16078,CUENCA
16004,16078,CUENCA
16043,16043,CAMPILLOS-PARAVIENTOS
16100,16236,"VALVERDE DE JUCAR"
16111,16004,"ALBALADEJO DEL CUENDE"
16111,16273,"VILLAVERDE Y PASACONSOL"
16113,16152,"PARRA DE LAS VEGAS (LA)"
16114,16039,"BUENACHE DE ALARCON"
16118,16029,"BARCHIN DEL HOYO"
16118,16104,HONTECILLAS
16118,16142,"OLMEDILLA DE ALARCON"
16118,16161,"PIQUERAS DEL CASTILLO"
16120,16903,"VALERA DE ABAJO"
16122,16083,"FRESNEDA DE ALTAREJOS"
16122,16902,"VALDEGANGA DE CUENCA"
16123,16905,"VILLAR DEL SAZ DE ARCAS"
16140,16245,"PERALES (LOS)"
16141,16022,"ARCOS DE LA SIERRA"
16141,16070,CASTILLEJO-SIERRA
16141,16084,"FRESNEDA DE LA SIERRA"
16141,16163,PORTILLA
16142,16121,"MAJADAS (LAS)"
16143,16122,MARIANA
16143,16909,SOTOS
16144,16085,"FRONTERA (LA)"
16144,16909,VILLASECA
16145,16909,TORRECILLA
16146,16078,VALDECABRAS
16146,16280,ZARZUELA
16147,16122,MARIANA
16150,16215,TRAGACETE
16150,16239,"PERCHEL (EL)"
16152,16031,BEAMUD
16152,16107,HUELAMO
16152,16219,UÑA
16152,16224,VALDEMECA
16160,16148,"PALOMARES DEL CAMPO"
16160,19105,CASASOLA
16161,16211,"VILLAR DEL AGUILA"
16162,16211,"VILLAR DEL HORNO"
16190,16023,"CHILLARON DE CUENCA"
16190,16904,"VILLAR DEL SAZ DE NAVALON"
16191,16023,"ARCOS DE LA CANTERA"
16191,16030,"BASCUÑANA DE SAN PEDRO"
16191,16078,NOHALES
16191,16254,NOHEDA
16191,16904,"FUENTESCLARAS CHILLARON"
16192,16040,"BUENACHE DE LA SIERRA"
16192,16149,PALOMERA
16193,16078,MOHORTE
16193,16089,FUENTES
16194,16023,"CHILLARON DE CUENCA"
16194,16078,"VILLANUEVA ESCUDEROS"
16194,16904,JABAGA
16195,16001,"ABIA DE LA OBISPALIA"
16195,16019,"POVEDA DE LA OBISPALIA"
16195,16110,"HUERTA DE LA OBISPALIA"
16195,16211,VILLAREJO-SOBREHUERTA
16195,16263,"VILLAREJO SECO"
16196,16263,"VILLAR DE OLALLA"
16200,16134,"MOTILLA DEL PALANCAR"
16210,16042,"CAMPILLO DE ALTOBUEY"
16211,16158,"PICAZO (EL)"
16212,16908,"RUBIELOS BAJOS"
16214,16003,"CERRO DE TEJERAS"
16214,16092,GABALDON
16214,16231,"VALHERMOSO DE LA FUENTE"
16214,16237,VALVERDEJO
16215,16017,"ALMODOVAR DEL PINAR"
16216,16081,CHUMILLAS
16216,16141,"OLMEDA DEL REY"
16216,16199,"SOLERA DE GABALDON"
16216,16903,VALERIA
16220,16175,"QUINTANAR DEL REY"
16230,16251,"VILLANUEVA DE LA JARA"
16235,16113,INIESTA
16236,16113,"CASAS DE JUAN FERNANDEZ"
16236,16244,"VILLAGARCIA DEL LLANO"
16236,16251,"CASAS DE SANTA CRUZ"
16237,16118,LEDAÑA
16238,16244,"CASAS DEL OLMO"
16238,16251,"CASAS DE SANTA CRUZ"
16239,16066,CASASIMARRO
16240,16155,"PERAL (EL)"
16250,16068,"CASTILLEJO DE INIESTA"
16251,16096,"GRAJA DE INIESTA"
16260,16125,MINGLANILLA
16269,16157,"PESQUERA (LA)"
16269,16174,"PUEBLA DEL SALVADOR"
16270,16248,VILLALPARDO
16280,16271,VILLARTA
16290,16098,"HERRUMBLAR (EL)"
16290,16113,ALCAHOZO
16300,16052,CAÑETE
16311,16036,BONICHES
16311,16043,CAMPILLOS-PARAVIENTOS
16311,16088,"FUENTELESPINO DE MOYA"
16311,16109,HUERGUINA
16312,16093,GARABALLA
16312,16097,HENAREJOS
16313,16014,ALIAGUILLA
16315,16008,"CUBILLO (EL)"
16315,16036,BONICHES
16316,16044,CAMPILLOS-SIERRA
16316,16111,"HUERTA DEL MARQUESADO"
16316,16115,"LAGUNA DEL MARQUESADO"
16316,16227,VALDEMORO-SIERRA
16317,16187,"SALINAS DEL MANZANO"
16317,16205,TEJADILLOS
16317,16278,ZAFRILLA
16318,16189,SALVACAÑETE
16320,16202,TALAYUELAS
16321,16202,"CASILLAS DE RANERA"
16330,16117,LANDETE
16336,16194,"SANTA CRUZ DE MOYA"
16337,16135,"SANTO DOMINGO DE MOYA"
16338,16013,ALGARRA
16338,16062,"CASAS DE GARCIMOLINA"
16338,16135,"HUERTOS (LOS)"
16339,16095,"GRAJA DE CAMPALBO"
16339,16117,MANZANERUELA
16339,16194,HIGUERUELA
16340,16046,"CAÑADA DEL HOYO"
16340,16074,"CIERVA (LA)"
16340,16225,"VALDEMORILLO DE LA SIERRA"
16350,16055,"CARBONERAS DE GUADAZAON"
16360,16024,ARGUISUELAS
16360,16131,"MONTEAGUDO DE LAS SALINAS"
16370,16192,"SAN MARTIN DE BONICHES"
16370,16258,"VILLAR DEL HUMO"
16371,16137,NARBONETA
16371,16274,VILLORA
16372,16082,SALTO
16372,16150,PARACUELLOS
16373,16056,CARDENETE
16373,16150,PARACUELLOS
16373,16276,YEMEDA
16390,16146,PAJARON
16390,16147,PAJARONCILLO
16390,16177,REILLO
16393,16126,MIRA
16400,16203,TARANCON
16410,16106,"HORCAJO DE SANTIAGO"
16411,16086,"FUENTE DE PEDRO NAHARRO"
16412,16002,"ACEBRON (EL)"
16413,16212,"TORRUBIA DEL CAMPO"
16414,16167,"POZORRUBIO DE SANTIAGO"
16415,16249,"VILLAMAYOR DE SANTIAGO"
16417,16100,"HINOJOSOS (LOS)"
16420,16016,ALMENDROS
16420,16270,VILLARRUBIO
16421,16103,HONTANAYA
16421,16172,"PUEBLA DE ALMENARA"
16422,16216,TRESJUNCOS
16423,16145,"OSA DE LA VEGA"
16430,16186,SAELICES
16431,16018,"ALMONACID DEL MARQUESADO"
16432,16181,"ROZALEN DEL MONTE"
16432,16264,"VILLAREJO DE FUENTES"
16433,16012,"ALCONCHEL DE LA ESTRELLA"
16433,16253,"VILLAR DE CAÑAS"
16434,16129,MONTALBANEJO
16435,16099,"HINOJOSA (LA)"
16440,16130,MONTALBO
16441,16101,"HITO (EL)"
16442,16269,"VILLARES DEL SAZ"
16444,16073,"CERVERA DEL LLANO"
16452,16181,"ROZALEN DEL MONTE"
16452,16217,TRIBALDOS
16452,16218,UCLES
16460,16027,"BARAJAS DE MELO"
16461,16119,LEGANIEL
16463,16185,SACEDA-TRASIERRA
16464,16010,"ALCAZAR DEL REY"
16465,16108,HUELVES
16465,16151,PAREDES
16470,16027,"BALLESTAR (EL)"
16470,16032,BELINCHON
16470,16279,"ZARZA DE TAJO"
16500,16112,HUETE
16510,16173,MAZARULLEQUE
16510,16240,VELLISCA
16512,16041,"SOL-MARINA ""SANTA CRUZ"""
16512,16173,JABALERA
16514,16173,JABALERA
16520,16112,"MONCALVILLO DEL HUETE"
16521,16112,"VALDEMORO DEL REY"
16522,16162,"PORTALRUBIO DE GUADAMEJUD"
16522,16206,TINAJAS
16532,16094,GASCUEÑA
16532,16112,"SACEDA DEL RIO"
16532,16156,"PERALEJA (LA)"
16532,16250,"VILLANUEVA DE GUADAMEJUD"
16535,16246,"VILLALBA DEL REY"
16537,16011,ALCOHUJATE
16537,16051,CAÑAVERUELAS
16540,16112,BONILLA
16541,16112,"CASTILLEJO DEL ROMERAL"
16541,16160,"PINEDA DE GIGÜELA"
16541,16265,"VILLAREJO DE LA PEÑUELA"
16541,16906,"VALDECOLMENAS DE ARRIBA"
16542,16910,"VILLAR DEL MAESTRE"
16550,16112,"LANGA (LA)"
16550,16901,"VALPARAISO DE ARRIBA"
16555,16901,"CARRASCOSA DEL CAMPO"
16600,16190,"SAN CLEMENTE"
16610,16061,"CASAS DE FERNANDO ALONSO"
16611,16064,"CASAS DE HARO"
16612,16065,"ESTESOS (LOS)"
16620,16007,"ALBERCA DE ZANCARA (LA)"
16621,16195,"SANTA MARIA DEL CAMPO RUS"
16622,16159,PINAREJO
16623,16072,"CASTILLO DE GARCIMUÑOZ"
16630,16133,"MOTA DEL CUERVO"
16638,16153,"PEDERNOSO (EL)"
16639,16196,"SANTA MARIA DE LOS LLANOS"
16640,16033,BELMONTE
16646,16247,"VILLALGORDO MARQUESADO"
16647,16087,"FUENTELESPINO DE HARO"
16647,16243,"VILLAESCUSA DE HARO"
16648,16255,"VILLAR DE LA ENCINA"
16649,16058,"CARRASCOSA DE HARO"
16649,16128,"MONREAL DEL LLANO"
16649,16176,"RADA DE HARO"
16650,16124,"MESAS (LAS)"
16660,16154,"PEDROÑERAS (LAS)"
16670,16171,"PROVENCIO (EL)"
16700,16198,SISANTE
16707,16060,"LOSA (LA)"
16708,16063,"CASAS DE GUIJARRO"
16708,16166,POZOAMARGO
16709,16238,"VILLAR DE CANTOS"
16710,16026,"ATALAYA DEL CAÑAVATE"
