codigo_postal,nombre_entidad_singular,municipio_id,nombre
16890,HUERTA DE MAROJALES,16053,Cañizares
16890,FUERTESCUSA,16091,Fuertescusa
16891,CAÑIZARES,16053,Cañizares
16891,HERRERIA SANTA CRISTINA,16057,Carrascosa
16892,PUENTE DE VADILLOS,16053,Cañizares
16893,SOLAN DE CABRAS,16035,Beteta
17001,GIRONA,17079,Girona
17002,GIRONA,17079,Girona
17003,GIRONA,17079,Girona
17004,GIRONA,17079,Girona
17005,GIRONA,17079,Girona
17006,GIRONA,17079,Girona
17007,SANT PONÇ,17079,Girona
17100,SANT POL,17022,"Bisbal d'Empordà, La"
17110,FONTETA,17902,Forallac
17111,VULPELLAC,17902,Forallac
17113,SANTA SUSANNA DE PERALTA,17902,Forallac
17114,ULLASTRET,17205,Ullastret
17116,SANT JOAN DE SALELLES,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17117,SANT MIQUEL DE CRUILLES,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17118,BARRI MAS SAVALLS,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17120,RIURAS,17130,"Pera, La"
17121,MATAJUDAICA,17057,Corçà
17121,VEINAT DE SIES,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17123,TORRENT,17197,Torrent
17124,PALAFRUGELL,17117,Palafrugell
17130,ESCALA (L'),17062,"Escala, L'"
17130,TORROELLA DE MONTGRI,17199,Torroella de Montgrí
17131,SOBREVILA,17153,Rupià
17132,VILA,17068,Foixà
17133,SALA (LA),17068,Foixà
17133,PARLAVA,17126,Parlavà
17133,SERRA DE DARO,17191,Serra de Daró
17133,ULTRAMORT,17203,Ultramort
17134,TOR,17195,"Tallada d'Empordà, La"
17136,ALBONS,17004,Albons
17137,PELACALÇ,17210,Ventalló
17137,VILADAMAT,17217,Viladamat
17140,ROQUETA (LA),17204,Ullà
17141,BELLCAIRE D'EMPORDA,17018,Bellcaire d'Empordà
17141,TORROELLA DE MONTGRI,17199,Torroella de Montgrí
17142,VERGES,17211,Verges
17143,JAFRE,17085,Jafre
17144,COLOMERS,17055,Colomers
17144,GAÜSES,17232,Vilopriu
17150,SANT GREGORI,17163,Sant Gregori
17151,GINESTAR,17163,Sant Gregori
17152,LLORA,17172,Sant Martí de Llémena
17153,SANT MARTI DE LLEMENA,17172,Sant Martí de Llémena
17154,SANT ANIOL DE FINESTRES,17183,Sant Aniol de Finestres
17160,PLA D'AVALL,17008,Anglès
17161,SANTA CREU D'HORTA,17116,Osor
17162,BESCANO,17020,Bescanó
17164,CONSTANTINS,17163,Sant Gregori
17164,SERRES (LES),17172,Sant Martí de Llémena
17164,SANT JULIA DEL LLOR,17903,Sant Julià del Llor i Bonmatí
17165,CELLERA DE TER (LA),17189,"Cellera de Ter, La"
17166,PASTERAL (EL),17189,"Cellera de Ter, La"
17166,SUSQUEDA,17194,Susqueda
17170,GRUP SOLIVENT,17007,Amer
17171,LA BARROCA,17183,Sant Aniol de Finestres
17171,SANT MARTI SACALM,17194,Susqueda
17172,POCAFARINA,17133,"Planes d'Hostoles, Les"
17173,COGOLLS,17133,"Planes d'Hostoles, Les"
17174,TORRE (LA),17161,Sant Feliu de Pallerols
17176,JOANETES,17207,"Vall d'en Bas, La"
17177,FALGARS D'EN BAS,17207,"Vall d'en Bas, La"
17178,SANT MIQUEL DEL CORB,17139,"Preses, Les"
17178,SANT PRIVAT D'EN BAS,17207,"Vall d'en Bas, La"
17179,SOLEI (EL),17149,Riudaura
17179,PINYA (LA),17207,"Vall d'en Bas, La"
17180,EL PERELLÓ,17215,Vilablareix
17181,MAS ALIU,17002,Aiguaviva
17182,ESTANYOL,17020,Bescanó
17183,SANT DALMAI,17233,Vilobí d'Onyar
17184,SALITJA,17233,Vilobí d'Onyar
17185,VILOBÍ D'ONYAR,17233,Vilobí d'Onyar
17190,SALT,17155,Salt
17199,MONTBÓ,17040,Canet d'Adri
17199,TAIALA,17163,Sant Gregori
17200,PALAFRUGELL,17117,Palafrugell
17210,LLAFRANC,17117,Palafrugell
17211,LLAFRANC,17117,Palafrugell
17212,TAMARIU,17117,Palafrugell
17213,ESCLANYA,17013,Begur
17213,TAMARIU,17117,Palafrugell
17214,REGENCOS,17144,Regencós
17220,BATERIES (LES),17160,Sant Feliu de Guíxols
17227,VILAMANISCLE,17227,Vilamaniscle
17230,SANT JOAN DE PALAMÓS,17118,Palamós
17240,LLAGOSTERA,17089,Llagostera
17240,SALOM,17181,Santa Cristina d'Aro
17241,PALOL D'ONYAR,17142,Quart
17242,QUART,17142,Quart
17243,VEINAT PLA DEL BUGANTO,17090,Llambilles
17244,VEINAT LLEBRERS DE BAIX,17044,Cassà de la Selva
17244,SANTA PELLAIA,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17245,BELL-LLOC,17181,Santa Cristina d'Aro
17246,CAMPS DE SANTA MARIA,17181,Santa Cristina d'Aro
17248,S'AGARO,17048,Castell-Platja d'Aro
17248,VILAR D'ARO,17160,Sant Feliu de Guíxols
17249,CASTELL D'ARO,17048,Castell-Platja d'Aro
17250,PLATJA D'ARO,17048,Castell-Platja d'Aro
17251,TREUMAL,17034,Calonge
17252,TREUMAL,17034,Calonge
17253,TORRE-SIMONA,17110,Mont-ras
17253,EIXAMPLE - RAVAL DE BAIX,17209,Vall-llobrega
17255,FORNELLS,17013,Begur
17256,SANT JULIA DE BOADA,17121,Palau-sator
17256,PUIG SA GUILLA,17124,Pals
17257,LLABIA,17070,Fontanilles
17257,GUALTA,17081,Gualta
17257,TORROELLA DE MONTGRI,17199,Torroella de Montgrí
17258,TORROELLA DE MONTGRI,17199,Torroella de Montgrí
17300,BLANES,17023,Blanes
17310,LLORET DE MAR,17095,Lloret de Mar
17320,PALAMÓS,17118,Palamós
17320,SANT ELOI,17202,Tossa de Mar
17400,PAGES DE DALT,17027,Breda
17401,VIDAL (EL),17009,Arbúcies
17402,JOANET,17009,Arbúcies
17403,SANT HILARI SACALM,17164,Sant Hilari Sacalm
17404,CAN PLANA,17146,Riells i Viabrea
17405,ESPINELVES,17063,Espinelves
17406,URBANITZACIÓ GUILLERIES,17220,Viladrau
17410,MALLORQUINES,17193,Sils
17411,SANTA CECLINA,17213,Vidreres
17412,PUJOL,17103,Maçanet de la Selva
17420,VALLCANERA PARC,17193,Sils
17421,CAN FORNACA,17148,Riudarenes
17430,SANTA CRISTINA,17095,Lloret de Mar
17430,SOT D'EN MOLA,17180,Santa Coloma de Farners
17441,SANT MARTI SAPRESA,17028,Brunyola
17450,HOSTALRIC,17083,Hostalric
17451,SANT FELIU DE BUIXALLEU,17159,Sant Feliu de Buixalleu
17452,TIACAMPS,17101,Massanes
17454,VEINAT DE LES BOSQUES,17157,Sant Andreu Salou
17455,URB MALAVELLA PARK,17033,Caldes de Malavella
17456,VEÏNAT DE FRANCIAC,17033,Caldes de Malavella
17457,URB. PONENT-RESIDENCIAL,17150,Riudellots de la Selva
17458,FORNELLS-PARK,17073,Fornells de la Selva
17459,VEINAT DE LES FERRERIES,17038,Campllong
17460,CELRA,17049,Celrà
17461,CAMPDORÀ,17079,Girona
17462,BORDILS,17025,Bordils
17462,MAS NADAL,17087,Juià
17462,VILERS,17097,Madremanya
17462,VEÏNAT DE MONT-RODÓ,17173,Sant Martí Vell
17463,FLAÇÀ,17067,Flaçà
17463,SANT LLORENÇ DE LES ARENE,17068,Foixà
17463,SANT JOAN DE MOLLET,17168,Sant Joan de Mollet
17464,RASET,17050,Cervià de Ter
17464,MAS MASO,17166,Sant Jordi Desvalls
17464,VILADASENS,17216,Viladasens
17465,LLAMPAIES,17187,"Saus, Camallera i Llampaies"
17466,OLIVES (LES),17076,Garrigoles
17466,VILOPRIU,17232,Vilopriu
17467,SANT MORI (GENERIC),17176,Sant Mori
17467,SAUS,17187,"Saus, Camallera i Llampaies"
17468,ORRIOLS,17016,Bàscara
17468,VILAMARI,17218,Vilademuls
17469,L'OLIVA,17005,"Far d'Empordà, El"
17469,SIURANA,17052,Siurana
17469,FORTIA,17074,Fortià
17469,RIUMORS,17151,Riumors
17469,POLIGON EMPORDA INTERNACI,17226,Vilamalla
17470,MAS SOPES,17178,Sant Pere Pescador
17472,L'ARMENTERA,17011,"Armentera, L'"
17472,SALDET,17210,Ventalló
17473,ELS MASOS,17210,Ventalló
17474,PALOL,17198,Torroella de Fluvià
17474,VILAMACOLUM,17225,Vilamacolum
17475,SANT MIQUEL DE FLUVIA,17175,Sant Miquel de Fluvià
17475,ELS MASOS,17210,Ventalló
17476,VILAJOAN,17075,Garrigàs
17476,SANTA EULÀLIA,17119,Palau de Santa Eulàlia
17480,ROSES,17152,Roses
17481,MEDINYA,17169,Sant Julià de Ramis
17482,MEDINYA,17169,Sant Julià de Ramis
17483,ROQUES (LES),17016,Bàscara
17483,VILAÜR,17222,Vilaür
17484,VILATENIM,17066,Figueres
17485,VILA-SACRA,17230,Vila-sacra
17486,EMPURIABRAVA,17047,Castelló d'Empúries
17486,VILATENIM,17066,Figueres
17487,EMPURIABRAVA,17047,Castelló d'Empúries
17488,CADAQUES,17032,Cadaqués
17489,SERRA DE RODES,17140,"Port de la Selva, El"
17489,SELVA DE MAR (LA),17188,"Selva de Mar, La"
17490,VILA (LA),17092,Llançà
17491,URB. GOLF PERALADA,17132,Peralada
17492,VILANOVA DE LA MUGA,17132,Peralada
17493,PEDRET,17129,Pedret i Marzà
17493,VEÏNAT DE DALT (EL),17223,Vilajuïga
17494,OLIVARS (ELS),17128,Pau
17495,URBANITZACIO MAS ISAC,17120,Palau-saverdera
17496,MOLINAS,17054,Colera
17497,RIERA (LA),17138,Portbou
17500,SANT ROC,17147,Ripoll
17512,PALMEROLA,17096,"Llosses, Les"
17513,VILADONJA,17096,"Llosses, Les"
17515,VIDRÀ,17212,Vidrà
17520,URBANITZACIO DEULOFEU,17141,Puigcerdà
17527,LLIVIA,17094,Llívia
17528,SANEJA,17082,Guils de Cerdanya
17529,VILALLOBENT,17141,Puigcerdà
17530,SANT PERE D'AUIRA,17036,Campdevànol
17531,SANT QUINTI PUIGRODON,17036,Campdevànol
17531,MONTGRONY,17080,Gombrèn
17532,LA FARGA DE BEBIE,17096,"Llosses, Les"
17534,CAMPELLES,17037,Campelles
17534,VILAMANYA,17043,Queralbs
17534,VILARO,17125,Pardines
17534,RIBESALTES,17145,Ribes de Freser
17535,PUIG (EL),17134,Planoles
17536,TOSES,17201,Toses
17537,LA MOLINA,17006,Alp
17538,MASELLA,17006,Alp
17538,URBANITZACIO TARTERA,17061,Das
17538,VILAR(EL),17069,Fontanals de Cerdanya
17538,BALIRA (LA),17206,Urús
17539,PLETA (LA),17024,Bolvir
17539,NIULA,17078,Ger
17539,OLOPTE,17084,Isòvol
17539,MERANGES,17099,Meranges
17600,FIGUERES,17066,Figueres
17700,BORRASSA,17026,Borrassà
17700,REQUESENS,17086,"Jonquera, La"
17706,PONT DE MOLINS,17135,Pont de Molins
17707,ESTRADA (L'),17001,Agullana
17707,VAJOL (LA),17014,"Vajol, La"
17708,CANTALLOPS,17041,Cantallops
17709,CANADAL,17086,"Jonquera, La"
17720,ELS VILARS,17102,Maçanet de Cabrenys
17721,TAPIS,17102,Maçanet de Cabrenys
17722,VEINAT SANTA ANNA,17060,Darnius
17723,ESCAULES (LES),17029,Boadella i les Escaules
17723,BIURE,17234,Biure
17730,VALL (LA),17093,Llers
17731,TERRADES,17196,Terrades
17732,SANT LLORENÇ DE LA MUGA,17171,Sant Llorenç de la Muga
17733,SOUS,17003,Albanyà
17734,LLIURONA,17003,Albanyà
17740,ARENGADES-ENGINYERS,17221,Vilafant
17741,VILARIG,17051,Cistella
17741,TARAVAUS,17228,Vilanant
17742,SANTA EUGENIA,17012,Avinyonet de Puigventós
17743,TARAVAUS,17228,Vilanant
17744,TORREMIRONA - URBANITZACI,17111,Navata
17745,PUJOL,17088,Lladó
17746,VILADEMIRES,17031,Cabanelles
17747,ESPINAVESSA,17031,Cabanelles
17750,BARNEDA (LA),17042,Capmany
17751,VILARTOLI,17158,Sant Climent Sescebes
17752,MOLLET DE PERALADA,17106,Mollet de Peralada
17753,ESPOLLA,17064,Espolla
17754,RABOS,17143,Rabós
17755,DELFIA,17143,Rabós
17760,VILABERTRAN,17214,Vilabertran
17761,PLA (EL),17030,Cabanes
17762,VILARNADAL,17100,Masarac
17763,PRIORAT,17100,Masarac
17770,VILAMORELL,17026,Borrassà
17771,SANTA LLOGAIA D'ALGUEMA,17182,Santa Llogaia d'Àlguema
17772,POLS,17115,Ordis
17773,ROMANYA D'EMPORDA,17136,Pontós
17780,GARRIGUELLA,17077,Garriguella
17781,VILAMANISCLE,17227,Vilamaniscle
17800,OLOT,17114,Olot
17810,OLOT,17114,Olot
17811,URBANITZACIO CAN JOFRE,17184,Santa Pau
17812,BATET,17114,Olot
17813,SANT SALVADOR DE BIANYA,17208,"Vall de Bianya, La"
17820,PUIGPALTER DE DALT,17015,Banyoles
17830,SAMUNTA DE BAIX,17105,Mieres
17830,TORN (EL),17162,Sant Ferriol
17831,VENTAJOL,17174,Sant Miquel de Campmajor
17832,PORTELL,17058,Crespià
17832,VILERT,17065,Esponellà
17833,VEINAT DE MELIANTA,17071,Fontcoberta
17833,VILADEMI,17218,Vilademuls
17834,SANTA MARIA DE CAMOS,17035,Camós
17834,LES PEDRERES,17137,Porqueres
17840,SARRIA DE TER,17186,Sarrià de Ter
17843,RIUDELLOTS DE LA CREU,17123,Palol de Revardit
17844,PONT-XETMAR,17056,Cornellà del Terri
17846,LES PEDRERES,17137,Porqueres
17850,BESALU,17019,Besalú
17850,PALERA,17021,Beuda
17850,TORN (EL),17162,Sant Ferriol
17851,SEGUERO,17021,Beuda
17851,VILA-RODONA,17098,Maià de Montcal
17852,BAIO,17190,Serinyà
17853,TAPIOLES,17010,Argelaguer
17853,SANT MIQUEL DE MONTEIA,17154,Sales de Llierca
17853,TORTELLA,17200,Tortellà
17854,SANTA MARIA DE CAMOS,17035,Camós
17854,SANT JAUME DE LLIERCA,17165,Sant Jaume de Llierca
17855,BARRI DE VILARS,17109,Montagut i Oix
17856,CASTELLFOLLIT DE LA ROCA,17046,Castellfollit de la Roca
17856,BARRI DE TALAIXA,17109,Montagut i Oix
17857,PLA DE DALT,17185,Sant Joan les Fonts
17858,VALL DEL BAC,17208,"Vall de Bianya, La"
17860,SOLEI AVALL,17167,Sant Joan de les Abadesses
17861,TALLER (EL),17112,Ogassa
17862,TAVERNA (LA),17170,Vallfogona de Ripollès
17864,SANT PAU DE SEGURIES,17177,Sant Pau de Segúries
17865,LA RAL,17177,Sant Pau de Segúries
17867,SALARÇA,17039,Camprodon
17868,RIBERAL,17107,Molló
17869,PLANES DE LLANARS (LES),17091,Llanars
17869,PASTUIRA-PLA D'HOSPITALET,17192,Setcases
17869,VILALLONGA DE TER,17224,Vilallonga de Ter
18001,GRANADA,18087,Granada
18002,GRANADA,18087,Granada
18003,GRANADA,18087,Granada
18004,GRANADA,18087,Granada
18005,GRANADA,18087,Granada
18006,GRANADA,18087,Granada
18007,GRANADA,18087,Granada
18008,GRANADA,18087,Granada
18009,GRANADA,18087,Granada
18010,GRANADA,18087,Granada
18011,GRANADA,18087,Granada
18012,GRANADA,18087,Granada
18013,GRANADA,18087,Granada
18014,GRANADA,18087,Granada
18015,GRANADA,18087,Granada
18016,GRANADA,18087,Granada
18100,ARMILLA,18021,Armilla
18101,CASAS BAJAS,18911,Vegas del Genil
18102,AMBROZ,18911,Vegas del Genil
18110,GABIA GRANDE,18905,"Gabias, Las"
18120,ALHAMA DE GRANADA,18013,Alhama de Granada
18126,ARENAS DEL REY,18020,Arenas del Rey
18127,ARENAS DEL REY,18020,Arenas del Rey
18127,JATAR,18106,Játar
18127,JAYENA,18107,Jayena
18128,VENTAS DE ZAFARRAYA,18013,Alhama de Granada
18128,ZAFARRAYA,18192,Zafarraya
18129,PANTANO DE LOS BERMEJALES,18020,Arenas del Rey
18129,TURRO (EL),18034,Cacín
18129,VALENZUELA,18174,Santa Cruz del Comercio
18130,ESCUZAR,18072,Escúzar
18130,MALAHA (LA),18126,"Malahá, La"
18130,VILLA DE OTURA,18149,Villa de Otura
18131,VENTAS DE HUELMA,18185,Ventas de Huelma
18132,AGRON,18001,Agrón
18140,VARADERO (EL),18140,Motril
18140,ZUBIA (LA),18193,"Zubia, La"
18140,HORCHE,19143,Horche
18150,GOJAR,18084,Gójar
18150,PADUL,18150,Padul
18151,OGIJARES,18145,Ogíjares
18152,DILAR,18068,Dílar
18160,GÜÉJAR SIERRA,18094,Güéjar Sierra
18165,GUÁJAR FARAGÜIT,18906,"Guájares, Los"
18170,ALFACAR,18011,Alfacar
18179,FUENTE GRANDE,18011,Alfacar
18179,VIZNAR,18189,Víznar
18180,SILLAR BAJA,18067,Diezma
18181,DARRO,18063,Darro
18181,VILLARES (LOS),18154,"Peza, La"
18182,GRANADA,18087,Granada
18183,HUÉTOR DE SANTILLÁN,18099,Huétor de Santillán
18184,BEAS DE GRANADA,18024,Beas de Granada
18185,PRADO NEGRO,18099,Huétor de Santillán
18190,CENES DE LA VEGA,18047,Cenes de la Vega
18191,CANALES,18094,Güéjar Sierra
18191,PINILLOS (LOS),18157,Pinos Genil
18192,AGUAS BLANCAS,18070,Dúdar
18192,QUENTAR,18168,Quéntar
18193,BARRIO DE LA VEGA,18134,Monachil
18194,CHURRIANA DE LA VEGA,18062,Churriana de la Vega
18195,CULLAR VEGA,18057,Cúllar Vega
18196,SIERRA NEVADA,18134,Monachil
18197,PULIANAS,18165,Pulianas
18198,HUÉTOR VEGA,18101,Huétor Vega
18199,CAJAR,18036,Cájar
18200,MARACENA,18127,Maracena
18210,PELIGROS,18153,Peligros
18211,COGOLLOS DE LA VEGA,18050,Cogollos de la Vega
18212,GÜEVÉJAR,18095,Güevéjar
18213,JUN,18111,Jun
18214,NIVAR,18144,Nívar
18220,CHAPARRAL (EL),18003,Albolote
18230,ATARFE,18022,Atarfe
18240,TORREHUECA-TORREABECA,18158,Pinos Puente
18247,MOCLIN,18132,Moclín
18248,OLIVARES,18132,Moclín
18249,TOZAR,18132,Moclín
18250,ZUJAIRA,18158,Pinos Puente
18250,VALDERRUBIO,18914,Valderrubio
18260,ESCOZNAR,18102,Íllora
18270,MILANOS,18135,Montefrío
18280,DEHESILLA,18012,Algarinejo
18290,CHAPARRAL (EL),18003,Albolote
18290,CAPARACENA,18022,Atarfe
18290,CALICASAS,18037,Calicasas
18291,ZUJAIRA,18158,Pinos Puente
18293,OBEILAR,18102,Íllora
18294,OBEILAR,18102,Íllora
18295,FUENTES DE CESNA,18012,Algarinejo
18300,BUJEO (EL),18122,Loja
18310,SALAR,18171,Salar
18311,ROZUELAS (LAS),18122,Loja
18311,ZAGRA,18913,Zagra
18312,VENTORROS DE BALERMA,14037,Iznájar
18312,VENTA SANTA BARBARA,18122,Loja
18313,RIOFRIO,18122,Loja
18314,FUENTE CAMACHO,18122,Loja
18320,SANTA FE,18175,Santa Fe
18327,LACHAR,18115,Láchar
18328,PEÑUELAS,18115,Láchar
18328,TRASMULAS,18158,Pinos Puente
18329,CHIMENEAS,18061,Chimeneas
18329,JAU (EL),18175,Santa Fe
18330,SIERRA ELVIRA,18022,Atarfe
18330,CHAUCHINA,18059,Chauchina
18330,PEDRO RUIZ,18175,Santa Fe
18339,CIJUELA,18048,Cijuela
18339,ROMILLA LA NUEVA,18059,Chauchina
18340,PAZ (LA),18079,Fuente Vaqueros
18341,DEHESA DE LOS MONTES,18122,Loja
18350,ALOMARTES,18102,Íllora
18360,HUÉTOR TÁJAR,18100,Huétor Tájar
18360,FABRICA (LA),18122,Loja
18369,VILLANUEVA MESIA,18188,Villanueva Mesía
18370,LORETO,18138,Moraleda de Zafayona
18380,TOCON,18102,Íllora
18381,BRACANA,18102,Íllora
18400,SORTES-ABC-RABIETE,18147,Órgiva
18410,CARATAUNAS,18043,Carataunas
18410,BAYACAS,18147,Órgiva
18410,SOPORTUJAR,18176,Soportújar
18411,PAMPANEIRA,18151,Pampaneira
18412,BUBION,18032,Bubión
18413,CAPILEIRA,18042,Capileira
18414,PITRES,18901,"Taha, La"
18415,PORTUGOS,18163,Pórtugos
18416,LLANOS (LOS),18033,Busquístar
18416,MECINA FONDALES,18901,"Taha, La"
18417,TREVELEZ,18180,Trevélez
18418,CAÑAR,18040,Cáñar
18418,PUNTALON,18140,Motril
18418,BARRERAS (LAS),18147,Órgiva
18420,LANJARON,18116,Lanjarón
18420,MECINA BOMBARON,18904,Alpujarra de la Sierra
18430,DEHESA (LA),18179,Torvizcón
18438,UMBRIA (LA),18016,Almegíjar
18439,NIELES,18044,Cástaras
18440,RAMBLA DEL BANCO (LA),18035,Cádiar
18448,YATOR,18035,Cádiar
18449,TIMAR,18121,Lobras
18450,MONTENEGRO,18904,Alpujarra de la Sierra
18451,BERCHULES,18030,Bérchules
18452,JUVILES,18112,Juviles
18460,YEGEN,18904,Alpujarra de la Sierra
18470,VALOR,18183,Válor
18480,UGIJAR,18182,Ugíjar
18490,MURTAS,18141,Murtas
18491,TURON,18181,Turón
18492,MECINA TEDEL,18141,Murtas
18492,JORAIRATAR,18182,Ugíjar
18493,LAROLES,18903,Nevada
18494,CHERIN,18182,Ugíjar
18494,PICENA,18903,Nevada
18500,ESTACION DE GUADIX,18089,Guadix
18501,MONTEJICAR,18136,Montejícar
18510,BENALÚA,18027,Benalúa
18511,ESFILIANA,18907,Valle del Zalabí
18512,POCICO (EL),18069,Dólar
18512,URBANIZACION LOS OLIVOS,18097,Huéneja
18512,CALAHORRA (LA),18114,"Calahorra, La"
18513,FERREIRA,18074,Ferreira
18514,ALDEIRE,18010,Aldeire
18515,FONELAS,18076,Fonelas
18515,BELERDA,18089,Guadix
18515,BEJARIN (EL),18167,Purullena
18516,BEAS DE GUADIX,18025,Beas de Guadix
18516,LUGROS,18123,Lugros
18516,MARCHAL,18128,Marchal
18516,POLICAR,18161,Polícar
18517,LOPERA,18054,Cortes y Graena
18517,PEZA (LA),18154,"Peza, La"
18517,TOCON,18168,Quéntar
18518,ALBUÑAN,18005,Albuñán
18518,ALBUÑOL,18006,Albuñol
18518,SAN HERMENEGILDO,18018,Alquife
18518,COGOLLOS DE GUADIX,18049,Cogollos de Guadix
18518,JÉREZ DEL MARQUESADO,18108,Jerez del Marquesado
18518,LANTEIRA,18117,Lanteira
18519,PAULENCA,18089,Guadix
18519,PURULLENA,18167,Purullena
18520,RAMBLA DE LOS LOBOS,18002,Alamedilla
18530,PEDRO MARTÍNEZ,18152,Pedro Martínez
18538,ALICUN DE ORTEGA,18015,Alicún de Ortega
18538,DEHESAS DE GUADIX,18064,Dehesas de Guadix
18539,VILLANUEVA DE LAS TORRES,18187,Villanueva de las Torres
18540,DELGADILLO,18083,Gobernador
18540,HUELAGO,18096,Huélago
18540,MECINA BOMBARON,18904,Alpujarra de la Sierra
18540,MOREDA,18909,Morelábor
18550,POLORIA,18105,Iznalloz
18550,COTILFAR,18915,Domingo Pérez de Granada
18560,GUADAHORTUNA,18088,Guadahortuna
18561,MONTEJICAR,18136,Montejícar
18562,BOGARRE,18159,Píñar
18563,GOBERNADOR,18083,Gobernador
18563,TORRE-CARDELA,18178,Torre-Cardela
18564,COLOMERA,18051,Colomera
18565,CAMPOTEJAR,18038,Campotéjar
18566,BENALUA DE LAS VILLAS,18028,Benalúa de las Villas
18567,DEHESAS VIEJAS,18065,Dehesas Viejas
18567,VENTA DE ANDAR,18105,Iznalloz
18567,TERRE,18915,Domingo Pérez de Granada
18568,PIÑAR,18159,Píñar
18569,GUMIEL,18132,Moclín
18569,TRUJILLOS,18137,Montillana
18570,DEIFONTES,18066,Deifontes
18600,ÍTRABO,18103,Ítrabo
18600,VENTILLAS (LAS),18140,Motril
18610,LOBRES,18173,Salobreña
18611,MOLVIZAR,18133,Molvízar
18612,ÍTRABO,18103,Ítrabo
18613,GARNATILLA (LA),18140,Motril
18614,CASTELL DE FERRO,18093,Gualchos
18614,LUJAR,18124,Lújar
18614,GARNATILLA (LA),18140,Motril
18615,GORGORACHA (LA),18184,Vélez de Benaudalla
18615,GUÁJAR FONDÓN,18906,"Guájares, Los"
18616,FATIMA,18046,Castril
18616,GORGORACHA (LA),18184,Vélez de Benaudalla
18620,ALHENDIN,18014,Alhendín
18620,VARADERO (EL),18140,Motril
18630,VILLA DE OTURA,18149,Villa de Otura
18640,PADUL,18150,Padul
18650,MARCHENA,18071,Dúrcal
18650,VILLA DE OTURA,18149,Villa de Otura
18656,MURCHAS,18119,Lecrín
18657,NIGÜELAS,18143,Nigüelas
18658,SALERES,18902,"Valle, El"
18658,PINOS DEL VALLE,18910,"Pinar, El"
18659,LOMA (DE LA),18007,Albuñuelas
18659,COZVIJAR,18908,Villamena
18660,IZBOR,18910,"Pinar, El"
18670,VELEZ DE BENAUDALLA,18184,Vélez de Benaudalla
18680,DURCAL,18071,Dúrcal
18680,LOBRES,18173,Salobreña
18690,TORRECUEVAS,18017,Almuñécar
18690,LADERAS,18173,Salobreña
18697,HERRADURA (LA),18017,Almuñécar
18698,OTIVAR,18148,Otívar
18699,JETE,18109,Jete
18699,LENTEGÍ,18120,Lentegí
18700,ERMITA (LA),18006,Albuñol
18708,VARGAS (LOS),18004,Albondón
18710,ALCAZAR,18147,Órgiva
18710,GUAPA (LA),18162,Polopos
18710,ALFORNON,18177,Sorvilán
18711,RUBITE,18170,Rubite
18712,POLOPOS,18162,Polopos
18713,SORVILAN,18177,Sorvilán
18720,MOTRIL,18140,Motril
18730,CARCHUNA,18140,Motril
18740,CASTELL DE FERRO,18093,Gualchos
18750,GUAPA (LA),18162,Polopos
18750,YESOS (LOS),18177,Sorvilán
18760,RABITA (LA),18006,Albuñol
18770,POZUELO (EL),18006,Albuñol
18800,RIO DE BAZA,18023,Baza
18810,VEGA (LA),18039,Caniles
18811,ZUJAR,18194,Zújar
18812,POBLADO DEL NEGRATIN,18078,Freila
18813,CUEVAS DEL CAMPO,18912,Cuevas del Campo
18814,TEJA (LA),18053,Cortes de Baza
18815,ERMITA (LA),18053,Cortes de Baza
18816,FUENTE VERA,18046,Castril
18817,SAN MARCOS,18029,Benamaurel
18818,OLIVAR (EL),18045,Castilléjar
18819,BALAX,18039,Caniles
18820,PUEBLA DE DON FADRIQUE,18164,Puebla de Don Fadrique
18830,HUESCAR,18098,Huéscar
18830,TOCON,18102,Íllora
18840,CADIAR,18035,Cádiar
18840,GALERA,18082,Galera
18849,ALQUERIA (LA),18082,Galera
18850,CULLAR,18056,Cúllar
18850,HUESCAR,18098,Huéscar
18857,MARGEN (EL),18056,Cúllar
18858,VENTA MICENA,18146,Orce
18859,MATIAN,18056,Cúllar
18860,BAUL,18023,Baza
18860,BACOR-OLIVAR,18089,Guadix
18870,VIÑAS (LAS),18085,Gor
18880,HERNAN-VALLE,18089,Guadix
18890,GORAFE,18086,Gorafe
18891,VENTA DEL PERAL,18056,Cúllar
19001,GUADALAJARA,19130,Guadalajara
19002,GUADALAJARA,19130,Guadalajara
19003,GUADALAJARA,19130,Guadalajara
19004,GUADALAJARA,19130,Guadalajara
19005,GUADALAJARA,19130,Guadalajara
19080,GUADALAJARA,19130,Guadalajara
19080,SANATORIO DE ALCOHETE,19326,Yebes
19100,PASTRANA,19212,Pastrana
19110,MONDEJAR,19192,Mondéjar
19111,YEBRA,19327,Yebra
19112,ALBARES,19007,Albares
19112,POZO DE ALMOGUERA,19224,Pozo de Almoguera
19113,FUENTES (LAS),19124,Fuentenovilla
19114,MAZUECOS,19176,Mazuecos
19115,VALDEHORMEÑA,19021,Almoguera
19116,DRIEBES,19107,Driebes
19117,ALBALATE DE ZORITA,19006,Albalate de Zorita
19118,SALTO DE BOLARQUE,19022,Almonacid de Zorita
